weibo_id,pagerank1,in_degree1,all_degree1,out_degree1,bi_degree1,pagerank2,in_degree2,all_degree2,out_degree2,bi_degree2,wordlenth,content_category,release_time,Hashtag,mention,choujiang,depthT26,depthT59,depthT58,depthT60,depthT75,depthT195,depthT315,depthT435,depthT555,depthT675,depthT795,depthT915,depthT1035,depthT1155,depthT1275,depthT1395,depthT1515,depthT1635,depthT1755,depthT1875,depthT1995,depthT2115,depthT2235,depthT2355,depthT2475,depthT2595,depthT2715,depthT2835,depthT2955,depthT3075,depthT3195,depthT3315,depthT3435,depthT3555,depthT3675,depthT3795,depthT3915,depthT4035,depthT4155,depthT4275
3970447689285081,3.3965300000000003,705,911,443,237,4.15908,56,61,7,0,71,6,22.2,0,0,0,7,9,8,9,9.022278785705566,8.999155044555664,9.06156063079834,8.996705055236816,9.568602561950684,8.935624122619629,8.825599670410156,8.757826805114746,9.042997360229492,9.66781234741211,8.793111801147461,8.630060195922852,8.967779159545898,8.920762062072754,8.949776649475098,9.432720184326172,9.236814498901367,9.05108642578125,9.542611122131348,8.449390411376953,8.785856246948242,8.588065147399902,8.97536849975586,9.163617134094238,9.136467933654785,9.366311073303223,9.309355735778809,8.41414737701416,9.032404899597168,8.706277847290039,9.40357494354248,9.381484985351562,9.099359512329102,9.489740371704102,9.12373161315918,9.095637321472168
3910414725155874,112.63,34871,34872,3,2,1479.2,24551,10104,0,0,46,6,6.38333333333,1,0,0,3,3,3,3,3.094024181365967,3.654243230819702,3.995561361312866,3.9897079467773438,4.050321578979492,4.085684299468994,3.7331132888793945,4.001466751098633,4.202739238739014,4.150486946105957,4.220706939697266,4.066791534423828,3.8566243648529053,3.9394371509552,3.862417697906494,3.9912989139556885,3.9881887435913086,3.971773386001587,4.041895866394043,4.104785442352295,4.064797401428223,4.02468204498291,4.023223876953125,4.0412774085998535,3.6897761821746826,3.870055913925171,3.8806982040405273,3.9624404907226562,4.104954242706299,4.169785022735596,3.7650132179260254,4.192624568939209,3.9699220657348633,3.973139524459839,3.8675103187561035,4.307479381561279
3938041049495052,4.0776,2225,2481,266,10,210.90599999999998,3001,1712,1,1,334,6,12.0,1,1,0,1,1,1,1,1.0927274227142334,1.4223190546035767,1.5476115942001343,1.5519626140594482,1.5817914009094238,1.7429686784744263,1.735379695892334,1.7556813955307007,1.7848420143127441,1.7046153545379639,1.7593543529510498,1.8297224044799805,1.9362870454788208,1.9957058429718018,1.98858642578125,1.978626012802124,1.8417991399765015,2.055138349533081,2.0140559673309326,2.00714111328125,2.053403615951538,2.008582353591919,1.9183610677719116,1.9865727424621582,2.086653232574463,1.9976787567138672,1.8515070676803589,2.0713326930999756,2.167213201522827,2.1130709648132324,2.0475549697875977,2.1161012649536133,1.981359839439392,1.9996020793914795,1.969275951385498,2.076521873474121
3887006444260007,75.2282,1496,1543,63,16,108.014,238,235,2,1,363,7,16.1,1,0,0,2,2,2,2,2.132695436477661,2.525789737701416,2.9629762172698975,3.1060702800750732,3.2183492183685303,3.4827141761779785,3.2858664989471436,3.3109383583068848,3.17055606842041,3.5423052310943604,3.6004269123077393,3.716099739074707,3.8441390991210938,3.739330530166626,3.6293675899505615,3.556715965270996,3.5799732208251953,3.7983007431030273,3.873126983642578,3.7866697311401367,3.6940042972564697,3.9156453609466553,3.8198142051696777,3.7470316886901855,3.8346776962280273,3.769160032272339,3.701218843460083,3.728403091430664,3.751638650894165,3.6775593757629395,3.69649600982666,3.653031587600708,3.7508914470672607,4.012825012207031,3.9856765270233154,4.024173736572266
3826390329784017,0.160175,7,58,52,1,7.13025,154,150,0,0,81,0,9.666666666669999,0,0,0,3,3,3,3,3.2888762950897217,4.223821640014648,4.909745693206787,4.597172737121582,4.989778995513916,5.253932952880859,4.815678119659424,5.698479652404785,4.918327808380127,4.606351375579834,5.09303617477417,4.974979877471924,5.454898834228516,5.52533483505249,4.761349678039551,4.966466426849365,5.405222415924072,5.812615871429443,5.594482421875,5.622249126434326,5.551516056060791,5.438263893127441,5.0016703605651855,5.0548553466796875,5.321898937225342,5.11413049697876,5.640628337860107,5.207503318786621,4.926479816436768,5.000967979431152,5.472212791442871,4.954860210418701,4.874353885650635,5.59470272064209,5.328979015350342,5.075302600860596
3961531538856962,356.548,101550,101581,162,131,25557.2,86519,63775,52,5,153,3,7.716666666669999,0,0,0,1,2,2,2,2.0816988945007324,2.5092711448669434,2.603438138961792,2.701706886291504,2.617417812347412,2.724924325942993,2.6670641899108887,2.80564284324646,2.6761209964752197,2.65970778465271,2.703519582748413,2.7545714378356934,2.8130199909210205,2.833008050918579,2.744708776473999,2.7965199947357178,2.7366557121276855,2.8924660682678223,2.8251426219940186,2.7130510807037354,2.7016639709472656,2.6921470165252686,2.697821617126465,2.6850128173828125,2.7298810482025146,2.757251739501953,2.7513787746429443,2.7166178226470947,2.7685670852661133,2.767658233642578,2.720803737640381,2.7091550827026367,2.75010085105896,2.7465641498565674,2.6973400115966797,3.0614681243896484
3914935689873594,428.597,5518,5597,221,142,629.91,2053,1802,3,1,72,6,17.7833333333,0,1,0,3,5,5,5,5.153261184692383,5.707900047302246,5.9295878410339355,6.226338863372803,6.119150638580322,6.213815212249756,6.345961570739746,6.380963325500488,6.497666835784912,6.434608459472656,6.612580299377441,6.5257649421691895,6.516037940979004,6.427206516265869,6.254589080810547,6.313467025756836,6.427321434020996,6.524343013763428,6.440418243408203,6.369593620300293,6.631136417388916,6.576160907745361,6.4598469734191895,6.557825088500977,6.530139446258545,6.445221424102783,6.457348823547363,6.565566062927246,6.575299263000488,6.4933695793151855,6.74041748046875,6.462985038757324,6.5401458740234375,6.4344305992126465,6.488809585571289,6.385561943054199
3961335417032827,428.597,5518,5597,221,142,629.91,2053,1802,3,1,118,6,18.7166666667,0,1,0,3,3,3,3,3.1241843700408936,3.620252847671509,4.029750823974609,4.350949287414551,4.155879497528076,4.104381561279297,4.187738418579102,4.190556526184082,4.216522216796875,4.197858810424805,4.340670108795166,4.441277027130127,4.416443824768066,4.31109094619751,4.3945441246032715,4.442116737365723,4.390066146850586,4.40280818939209,4.399954319000244,4.5294928550720215,4.639698505401611,4.627072811126709,4.468608856201172,4.679743766784668,4.430901527404785,4.3972978591918945,4.493104934692383,4.432831764221191,4.472444534301758,4.450732707977295,4.5935378074646,4.4359283447265625,4.514117240905762,4.449274063110352,4.373809814453125,4.397706031799316
3909018580358814,305.122,874,893,38,19,790.372,519,493,63,3,155,4,9.916666666669999,0,1,0,1,1,1,1,1.082413673400879,1.8654029369354248,2.442772388458252,2.1709916591644287,2.3215956687927246,2.3411638736724854,2.3684370517730713,2.5723326206207275,2.776289224624634,2.8662142753601074,2.832843780517578,2.7107253074645996,2.8843603134155273,2.9378318786621094,2.8990135192871094,2.9831974506378174,2.9988198280334473,3.0559298992156982,3.0944161415100098,3.2839324474334717,3.30686354637146,3.3246612548828125,3.2492053508758545,2.9620776176452637,2.9878194332122803,3.095956563949585,2.975954532623291,3.437556743621826,3.2833683490753174,3.3177521228790283,2.807607889175415,3.304396390914917,3.2363901138305664,3.3232626914978027,3.1994528770446777,3.065767765045166
3951586256311299,1244.79,390185,390203,49,31,23751.1,249502,188648,9,1,203,6,21.0666666667,0,0,0,2,2,2,2,2.0866007804870605,2.4929616451263428,2.594571828842163,2.5516974925994873,2.544887065887451,2.5979526042938232,2.61850643157959,2.7617316246032715,2.77571702003479,2.810947895050049,2.8407716751098633,2.837857961654663,2.8532752990722656,2.8603200912475586,2.871100425720215,2.8661584854125977,2.9104185104370117,2.8359549045562744,2.8456602096557617,2.848707437515259,2.936966896057129,2.881439685821533,2.9988863468170166,2.844863176345825,2.8856441974639893,2.951878309249878,2.9119644165039062,2.8456063270568848,2.85650372505188,2.8872787952423096,2.8810484409332275,2.910531997680664,2.917083263397217,2.8927814960479736,2.898432493209839,3.0044171810150146
3911038061524949,356.548,101550,101581,162,131,25557.2,86519,63775,52,5,38,6,23.6666666667,0,0,0,2,2,2,2,2.044694185256958,2.1471986770629883,2.1252617835998535,2.1749167442321777,2.2857136726379395,2.492361307144165,2.5419955253601074,2.5505645275115967,2.659071683883667,2.69811749458313,2.845982074737549,2.798393487930298,2.716428279876709,2.7347910404205322,2.6976940631866455,2.7701265811920166,2.778160333633423,2.718376636505127,2.8726561069488525,2.7255544662475586,2.7784981727600098,2.715991497039795,2.7465853691101074,2.7457151412963867,2.8679373264312744,2.8854575157165527,2.6831681728363037,2.850886344909668,2.7491888999938965,2.7532668113708496,2.755821943283081,2.7406811714172363,2.85048770904541,2.7488389015197754,2.904736042022705,2.773178815841675
3852818073381464,164.123,18139,18139,0,0,2090.27,2883,2510,6,1,26,6,7.9,0,0,0,3,6,6,6,6.316018581390381,6.85842752456665,7.101229190826416,7.333981037139893,7.279865741729736,7.578893184661865,7.167808532714844,7.132690906524658,7.79600191116333,7.5015363693237305,7.595155239105225,7.453170299530029,7.376916885375977,7.903604507446289,7.525550365447998,7.570143699645996,7.832252025604248,7.602846622467041,7.705423355102539,7.854193210601807,7.786513805389404,7.896535396575928,7.811183452606201,7.881742477416992,7.765882968902588,7.423247337341309,8.239789962768555,7.693545818328857,7.689528465270996,7.611788272857666,8.140563011169434,7.4716691970825195,7.393610000610352,7.346002101898193,7.554925918579102,7.829224586486816
3961369491657377,193.49900000000002,30290,30305,35,20,3407.52,31594,13506,63,1,175,6,20.9833333333,1,0,0,1,1,1,1,1.1112362146377563,1.5881744623184204,1.7778222560882568,1.7931435108184814,1.830382227897644,1.9252662658691406,1.9285118579864502,1.9946171045303345,2.0589756965637207,2.080864906311035,2.074094772338867,2.1208534240722656,2.1503982543945312,2.169055938720703,2.176710605621338,2.1393470764160156,2.206224203109741,2.2002406120300293,2.1844353675842285,2.322531223297119,2.2352962493896484,2.204784393310547,2.248460292816162,2.2752773761749268,2.233071804046631,2.219278335571289,2.2971487045288086,2.2329297065734863,2.256898880004883,2.280095100402832,2.256216049194336,2.276763677597046,2.2086915969848633,2.3157947063446045,2.26175594329834,2.2879796028137207
3969170590263950,50.245,2353,2363,22,12,859.69,2206,2051,15,5,249,0,9.61666666667,0,0,0,3,3,3,3,3.1319477558135986,3.5195679664611816,3.7288572788238525,3.853264570236206,4.050289630889893,3.647268772125244,3.8521006107330322,4.039796829223633,4.014867782592773,3.9904284477233887,4.152347564697266,4.114810943603516,4.107394218444824,4.152675628662109,4.194276809692383,4.094533920288086,4.364012718200684,3.9606423377990723,4.363696098327637,4.124641418457031,4.270289421081543,4.068207740783691,4.2221527099609375,4.084733009338379,4.279457092285156,4.356913089752197,4.0604095458984375,4.0611252784729,4.173642158508301,4.060354232788086,4.28712272644043,4.248810768127441,3.9991233348846436,4.435863018035889,4.105831146240234,4.111929416656494
3940378350399395,8.8255,1396,1428,70,38,89.8853,889,769,16,4,381,2,22.7833333333,0,0,0,3,6,6,6,6.158697605133057,6.708298206329346,6.550780773162842,6.96852970123291,7.196730613708496,7.3865156173706055,7.56220006942749,7.516502857208252,7.708395957946777,7.470429420471191,7.551595687866211,7.710721015930176,7.786462783813477,7.567790508270264,7.651772975921631,7.3810272216796875,7.642246246337891,7.706298351287842,7.647110939025879,7.641458034515381,7.705104351043701,7.82309627532959,7.593393325805664,7.62948751449585,7.679482936859131,7.761035919189453,7.669497966766357,7.728026390075684,7.834924697875977,7.8608503341674805,7.828150749206543,7.9065752029418945,7.918457508087158,7.714017391204834,7.7225117683410645,7.638138294219971
3859133390627017,12.0622,634,749,134,19,15.2175,347,334,1,0,190,5,18.15,1,0,0,2,3,3,3,3.233079671859741,4.154078483581543,4.934742450714111,5.192190647125244,5.195457458496094,5.162062168121338,4.937804698944092,5.369637966156006,5.830984592437744,5.66352653503418,5.477057933807373,5.784842014312744,5.592013359069824,5.741530418395996,5.810082912445068,6.013616561889648,5.813404560089111,5.752532482147217,5.846307754516602,6.106266498565674,5.547150611877441,5.76303243637085,5.931564807891846,5.9381422996521,5.936264991760254,5.76652193069458,5.859102249145508,5.959704875946045,5.674883842468262,5.6409759521484375,5.771229267120361,5.894588947296143,5.941132068634033,5.891357898712158,6.013574123382568,5.844817638397217
3887112212883743,175.697,9220,9332,154,42,394.394,109,107,4,2,73,6,23.116666666700002,0,0,0,1,1,1,1,1.312646508216858,1.636454463005066,1.8753411769866943,2.296473503112793,2.721595048904419,3.035362958908081,3.359353542327881,3.6619889736175537,3.760183811187744,3.897277593612671,4.260454177856445,3.911504030227661,4.428239822387695,4.306291580200195,4.300405502319336,4.478863716125488,4.3669233322143555,4.335997104644775,4.3274736404418945,4.46174955368042,4.129225730895996,4.3101606369018555,4.43117618560791,4.11334228515625,4.545422077178955,4.50891637802124,4.3772807121276855,4.439577102661133,4.764138221740723,4.430785179138184,4.546950817108154,4.382753849029541,4.327799320220947,4.578566551208496,4.5155439376831055,4.286511421203613
3922003297377602,16.6525,1750,1750,511,511,3.57349,45,35,7,5,240,6,5.85,0,1,0,2,3,3,3,3.197115421295166,4.8067307472229,4.963794708251953,5.284292221069336,5.052453994750977,5.555224418640137,5.1506476402282715,5.642287731170654,5.236558437347412,5.096128463745117,5.357736110687256,5.0395307540893555,5.01137113571167,5.306815147399902,5.271100044250488,5.411293983459473,5.752940654754639,6.0022430419921875,6.008551597595215,5.5794453620910645,5.25343132019043,6.146059513092041,6.004280090332031,5.670191287994385,6.3905158042907715,5.804327011108398,5.340456485748291,6.390748977661133,6.154226779937744,6.195924282073975,6.162788391113281,6.141302585601807,6.283710479736328,5.7952351570129395,5.751625061035156,5.973095893859863
3864828982766785,44.4872,4048,4069,56,35,245.986,218,214,2,1,68,1,11.35,1,0,0,7,11,11,11,11.415080070495605,10.961626052856445,11.137078285217285,11.00205135345459,10.667013168334961,10.795210838317871,10.699502944946289,10.711641311645508,11.100897789001465,10.936655044555664,11.303669929504395,11.161477088928223,10.596457481384277,10.271466255187988,10.562965393066406,10.36410903930664,10.537781715393066,10.56451416015625,10.962057113647461,10.885912895202637,10.502897262573242,10.863149642944336,10.900062561035156,10.293279647827148,10.479537963867188,10.556679725646973,10.986770629882812,11.049823760986328,10.597192764282227,10.231240272521973,10.515212059020996,10.160837173461914,10.437884330749512,10.429957389831543,10.657431602478027,10.300856590270996
3920295045596186,218.795,63745,64664,3072,2153,39538.5,257413,86313,282,4,104,8,12.7166666667,1,0,0,1,2,2,2,2.0914368629455566,2.416779041290283,2.5789971351623535,2.7066352367401123,2.769906759262085,2.825542449951172,2.855752468109131,2.8837087154388428,2.9130170345306396,2.9320147037506104,2.9328830242156982,2.967946767807007,3.0124599933624268,3.0578460693359375,3.0367958545684814,2.9931771755218506,3.0601773262023926,3.031949996948242,3.0843491554260254,2.9660656452178955,3.034156560897827,3.0677967071533203,3.086190938949585,3.0630099773406982,3.1267788410186768,3.182480812072754,3.051862955093384,3.1000285148620605,3.091747522354126,3.1615006923675537,3.1110994815826416,3.0768508911132812,3.103339195251465,3.1319451332092285,3.126023530960083,3.0781779289245605
3947526010675374,1172.81,97128,97129,56,55,4312.38,48745,35842,1,0,300,6,16.1666666667,0,0,0,1,1,1,1,1.0901100635528564,1.430776834487915,1.5816115140914917,1.5750354528427124,1.6483200788497925,1.7358136177062988,1.7058913707733154,1.7782540321350098,1.7021584510803223,1.688626766204834,1.7057842016220093,1.7156332731246948,1.698943018913269,1.7991762161254883,1.6655317544937134,1.7129701375961304,1.7589837312698364,1.767464518547058,1.8333141803741455,1.6416597366333008,1.6142797470092773,1.753191351890564,1.7251850366592407,1.67354416847229,1.8800052404403687,1.8638672828674316,1.7420930862426758,1.7449694871902466,1.697272777557373,1.8054678440093994,1.763098120689392,1.7855603694915771,1.7207666635513306,1.7536180019378662,1.827139973640442,1.904085397720337
3796495101225801,29.0568,1310,1355,111,66,373.55800000000005,1051,1000,4,1,71,3,21.7833333333,0,0,0,6,6,6,6,6.064373016357422,6.53864860534668,6.560964584350586,6.627845764160156,6.72300910949707,6.9211812019348145,7.027695655822754,7.1783037185668945,7.218173980712891,7.141232967376709,7.193599224090576,7.109554290771484,7.184851169586182,7.074260234832764,7.196678638458252,7.185575485229492,7.222882270812988,6.992373943328857,7.0512566566467285,7.1050262451171875,7.038013935089111,7.088829040527344,7.225093364715576,7.217830657958984,7.201125144958496,7.262490272521973,7.147345542907715,7.07620096206665,7.338106155395508,7.1772613525390625,7.174088478088379,7.06734037399292,7.26078987121582,7.139564037322998,7.207459926605225,7.075644493103027
3873679643043205,0.266119,20,161,146,5,15.9755,176,176,0,0,73,6,21.5,1,0,0,0,0,0,0,0.08796212077140808,0.3868514597415924,0.42652109265327454,0.696559727191925,0.7192464470863342,1.2719333171844482,1.824127197265625,1.6543841361999512,1.6981844902038574,1.4636352062225342,2.0834274291992188,2.52319598197937,2.271732807159424,2.263542890548706,2.5230650901794434,2.0615992546081543,2.146878719329834,2.271921396255493,2.3353090286254883,2.4977805614471436,2.9606571197509766,3.010502815246582,3.1108481884002686,2.6695716381073,3.3921546936035156,2.715453624725342,2.747468948364258,4.060273170471191,2.9021193981170654,2.7272818088531494,2.83976149559021,3.005239725112915,3.323066473007202,3.0638723373413086,3.162811279296875,3.720578193664551
3832987814765325,2346.49,114026,114033,78,71,107.663,711,707,0,0,301,6,14.6,0,0,0,2,2,2,2,2.083664894104004,2.5934228897094727,2.7174925804138184,2.953073501586914,3.1070549488067627,3.1216866970062256,3.001462459564209,3.1267218589782715,3.113750457763672,3.237691640853882,3.4047436714172363,3.4494831562042236,3.230260133743286,3.3303327560424805,3.208224296569824,3.2398011684417725,3.424623489379883,3.598858118057251,3.2593977451324463,3.381944417953491,3.4830188751220703,3.389479637145996,3.5126404762268066,3.5354490280151367,3.439680814743042,3.4541265964508057,3.4692299365997314,3.942979335784912,3.51672625541687,3.7190918922424316,3.351854085922241,3.5075345039367676,3.4563651084899902,3.6319663524627686,3.576746940612793,3.9830427169799805
3905565857792176,218.795,63745,64664,3072,2153,39538.5,257413,86313,282,4,54,2,21.25,1,0,0,1,2,2,2,2.0821621417999268,2.403792381286621,2.537184476852417,2.5032241344451904,2.5603954792022705,2.5846850872039795,2.729308605194092,2.8548085689544678,2.877340078353882,2.9524495601654053,2.9580295085906982,2.971259832382202,3.019026041030884,3.0599496364593506,3.0400946140289307,2.9965262413024902,3.1017251014709473,3.0042362213134766,3.0787312984466553,3.037217617034912,3.009204149246216,3.010873317718506,3.0441501140594482,3.052814245223999,3.1015636920928955,3.1771833896636963,3.0103588104248047,3.044501304626465,3.0682599544525146,3.1439690589904785,3.1145777702331543,3.086649179458618,3.116701602935791,3.127222776412964,3.0522897243499756,3.1261305809020996
3935565747656393,1711.22,287664,287665,33,32,7298.05,37825,24954,46,11,9,8,16.0666666667,0,0,0,1,1,1,1,1.1393208503723145,1.6102350950241089,1.7711459398269653,1.8207358121871948,2.251702308654785,1.8905222415924072,1.9818845987319946,1.9442498683929443,2.0591788291931152,2.283775806427002,2.0705647468566895,1.9981164932250977,2.0779800415039062,2.0476174354553223,2.077817916870117,2.118605136871338,2.110199451446533,2.088864326477051,2.5237581729888916,2.510253429412842,2.2474632263183594,2.3503293991088867,2.1250312328338623,2.3004093170166016,2.3355154991149902,2.2990505695343018,2.3911547660827637,2.475640296936035,2.701622247695923,2.2706079483032227,2.25879168510437,2.4043262004852295,2.326869487762451,2.411511182785034,2.3206706047058105,2.4399466514587402
